"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","Id"
7,39.474715,-0.37932,20,1404666000,2014,7,6,19,"Sunday",162,0,12.9,3.2,225,34.8,18,1007.6,0,1,5.24105513465686,5.24087793011942,5.34471544715447,5.33170731707317,201377
7,39.474715,-0.37932,20,1403928000,2014,6,28,6,"Saturday",125,0,2.4,0.4,313,20.7,68,1003,0,1,5.25769101689227,5.25733937258849,5.73778501628664,5.71661237785016,201378
106,39.476713,-0.341369,25,1405890000,2014,7,20,23,"Sunday",166,0,17.7,9.7,67.5,28.3,40,1013,0,7,10.469145183175,10.4679327183939,10.5304606240713,10.4769687964339,201379
110,39.48075,-0.336789,30,1406538000,2014,7,28,11,"Monday",10,0,6.4,3.2,292.5,28.5,65,1010.2,0,24,11.2203408052465,11.2226461736887,13.6181277860327,13.6359583952452,201380
110,39.48075,-0.336789,30,1406178000,2014,7,24,7,"Thursday",78,0,6.4,1.6,157.5,22.1,82,1007.8,0,12,11.1925633681025,11.1926194078236,13.8484398216939,13.8543833580981,201381
7,39.474715,-0.37932,20,1403568000,2014,6,24,2,"Tuesday",25,0,0.9,0.1,250,18.8,82,1003,0,0,5.26015299808752,5.25979868413653,5.66123778501629,5.61237785016287,201382
7,39.474715,-0.37932,20,1404684000,2014,7,7,0,"Monday",167,0,19.3,8,45,24.6,75,1010.6,0,5,5.24026979212738,5.24097717349251,5.31707317073171,5.32200647249191,201383
110,39.48075,-0.336789,30,1401951600,2014,6,5,9,"Thursday",80,0,9.1,2.9,100,19.7,70,1003,0,3,11.166954221302,11.1665037658828,8.07578008915305,8.06835066864785,201384
8,39.474324,-0.375151,23,1404360000,2014,7,3,6,"Thursday",77,0,24.1,14.5,67.5,22.7,87,1015.4,0,0,5.37254139348817,5.37132700105538,6.57817589576547,6.57491856677524,201385
106,39.476713,-0.341369,25,1406718000,2014,7,30,13,"Wednesday",60,0,20.9,11.3,337.5,26.1,55,1010.6,0,13,10.5104261592066,10.5109860664523,11.7295690936107,11.6775631500743,201386
106,39.476713,-0.341369,25,1405404000,2014,7,15,8,"Tuesday",31,0,3.2,0,157.5,22.6,83,1017.4,0,16,10.4625478403499,10.4638425799399,10.18573551263,10.2540861812779,201387
7,39.474715,-0.37932,20,1402992000,2014,6,17,10,"Tuesday",33,0,2.2,0.2,278,25.5,46,1003,0,2,5.25048246111931,5.2508086023946,5.185667752443,5.19381107491857,201388
8,39.474324,-0.375151,23,1404504000,2014,7,4,22,"Friday",117,0,1.6,0,90,27.5,56,1014.3,0,8,5.37498614037033,5.37543645735188,6.55934959349594,6.58861788617886,201389
7,39.474715,-0.37932,20,1404594000,2014,7,5,23,"Saturday",142,0,19.3,8,67.5,26.4,58,1012.1,0,3,5.24409012899297,5.24435466017268,5.39512195121951,5.39512195121951,201390
106,39.476713,-0.341369,25,1402884000,2014,6,16,4,"Monday",3,0,4.4,1.5,16,20.2,58,1002,0,6,10.4714042069358,10.4701335606706,7.88925081433225,7.85179153094463,201391
8,39.474324,-0.375151,23,1406448000,2014,7,27,10,"Sunday",153,0,4.8,0,157.5,26.9,70,1013.1,0,4,5.38416406502315,5.38416832588925,5.70876671619614,5.7295690936107,201392
7,39.474715,-0.37932,20,1401789600,2014,6,3,12,"Tuesday",35,0,7.5,4.5,136,23.6,44,1004,0,1,5.24367179842011,5.24504265621397,4.73254086181278,4.77117384843982,201393
106,39.476713,-0.341369,25,1406376000,2014,7,26,14,"Saturday",133,0,16.1,8,0,27.8,64,1011.6,0,24,10.4997306034483,10.5016428763803,11.5438335809807,11.5601783060921,201394
110,39.48075,-0.336789,30,1402974000,2014,6,17,5,"Tuesday",28,0,6.8,2.9,318,18.6,69,1003,0,0,11.1172429455516,11.1149392666591,8.02117263843648,8.01628664495114,201395
7,39.474715,-0.37932,20,1406448000,2014,7,27,10,"Sunday",153,0,4.8,0,157.5,26.9,70,1013.1,0,0,5.23016471094843,5.23004896948824,4.58395245170877,4.58543833580981,201396
7,39.474715,-0.37932,20,1405530000,2014,7,16,19,"Wednesday",66,0,20.9,9.7,0,26.4,70,1015.9,0,4,5.24723025705398,5.2480903535574,5.11292719167905,5.13818722139673,201397
7,39.474715,-0.37932,20,1402207200,2014,6,8,8,"Sunday",151,0,1.2,0.1,334,16.6,82,1005,0,1,5.23759880856914,5.23764530722098,4.57886904761905,4.58928571428571,201398
106,39.476713,-0.341369,25,1404936000,2014,7,9,22,"Wednesday",69,0,4.8,1.6,337.5,24,57,1016.1,0,12,10.4224118942731,10.421910266997,8.71025260029718,8.73551263001486,201399
8,39.474324,-0.375151,23,1406772000,2014,7,31,4,"Thursday",75,0,6.4,1.6,157.5,22.9,80,1014.2,0,0,5.39093636168845,5.38976061693354,5.85884101040119,5.85884101040119,201400
110,39.48075,-0.336789,30,1406340000,2014,7,26,4,"Saturday",123,0,9.7,3.2,67.5,23.8,84,1010.3,0,12,11.2094026310114,11.209130598825,13.8068350668648,13.7979197622585,201401
110,39.48075,-0.336789,30,1403190000,2014,6,19,17,"Thursday",88,0,8.5,3.8,128,23.4,62,1004,0,13,11.105697957336,11.1051023871479,7.86319218241042,7.8257328990228,201402
8,39.474324,-0.375151,23,1405962000,2014,7,21,19,"Monday",18,0,24.1,12.9,337.5,27.6,47,1013.2,0,0,5.38551211841891,5.38502818733738,5.71322436849926,5.72511144130758,201403
8,39.474324,-0.375151,23,1406376000,2014,7,26,14,"Saturday",133,0,16.1,8,0,27.8,64,1011.6,0,12,5.38010561482918,5.38081129127835,5.61812778603269,5.60921248142645,201404
7,39.474715,-0.37932,20,1405512000,2014,7,16,14,"Wednesday",61,0,12.9,4.8,0,28.2,65,1016.7,0,1,5.24822578884158,5.24804890028925,5.14710252600297,5.10698365527489,201405
8,39.474324,-0.375151,23,1405170000,2014,7,12,15,"Saturday",134,0,19.3,9.7,337.5,25.8,48,1014.6,0,18,5.38171541458596,5.38177529076147,6.20505200594354,6.16196136701337,201406
110,39.48075,-0.336789,30,1405530000,2014,7,16,19,"Wednesday",66,0,20.9,9.7,0,26.4,70,1015.9,0,9,11.1498662882716,11.148897861196,12.1381872213967,12.1441307578009,201407
106,39.476713,-0.341369,25,1404360000,2014,7,3,6,"Thursday",77,0,24.1,14.5,67.5,22.7,87,1015.4,0,4,10.4701666666667,10.4691474590392,9.63517915309446,9.64495114006515,201408
7,39.474715,-0.37932,20,1403892000,2014,6,27,20,"Friday",115,0,9.6,4.3,45,24.5,63,1002,0,3,5.25895455563018,5.25882616236782,5.81107491856678,5.79153094462541,201409
110,39.48075,-0.336789,30,1403064000,2014,6,18,6,"Wednesday",53,0,8.7,3,62,19,76,1003,0,0,11.1128812790566,11.1108088193618,8,8.00488599348534,201410
106,39.476713,-0.341369,25,1403226000,2014,6,20,3,"Friday",98,0,1.9,0.3,325,18.5,80,1004,0,2,10.4582979926491,10.4569813453929,7.74267100977199,7.74755700325733,201411
110,39.48075,-0.336789,30,1402812000,2014,6,15,8,"Sunday",151,0,4.1,1,318,24.3,35,1001,0,7,11.1241461748634,11.1230296477551,8.03745928338762,8.04723127035831,201412
7,39.474715,-0.37932,20,1404720000,2014,7,7,10,"Monday",9,0,14.5,6.4,292.5,25.3,69,1012.6,0,1,5.2385898994364,5.2391316356405,5.2672,5.26751592356688,201413
106,39.476713,-0.341369,25,1404648000,2014,7,6,14,"Sunday",157,0,27.4,8,180,34.1,25,1009.5,0,6,10.4426991150442,10.4422449543821,9.18373983739837,9.18048780487805,201414
7,39.474715,-0.37932,20,1402596000,2014,6,12,20,"Thursday",91,0,1.1,0.3,72,26.9,42,1007,0,2,5.24091843728581,5.24084965454234,5.0814332247557,5.0700325732899,201415
8,39.474324,-0.375151,23,1402614000,2014,6,13,1,"Friday",96,0,2.1,0.3,304,25,44,1007,0,2,5.34705647233484,5.34587281653157,6.30944625407166,6.31107491856678,201416
106,39.476713,-0.341369,25,1405440000,2014,7,15,18,"Tuesday",41,0,20.9,11.3,0,26.6,69,1015.6,0,23,10.4687431693989,10.4707456978967,10.3625557206538,10.3848439821694,201417
106,39.476713,-0.341369,25,1401969600,2014,6,5,14,"Thursday",85,0,4.8,1.1,148,23.2,59,1002,0,23,10.4985915492958,10.500632183908,7.62704309063893,7.65230312035661,201418
106,39.476713,-0.341369,25,1402776000,2014,6,14,22,"Saturday",141,0,5.9,2.6,48,24.2,65,999,0,22,10.4775056947608,10.4783376031882,7.82084690553746,7.88436482084691,201419
8,39.474324,-0.375151,23,1401645600,2014,6,1,20,"Sunday",163,0,7,4,143,20.5,53,1005,0,2,5.32826677454777,5.32846082736307,5.69539375928678,5.72362555720654,201420
7,39.474715,-0.37932,20,1403946000,2014,6,28,11,"Saturday",130,0,4.7,1.9,189,28.8,43,1001,0,2,5.25633283006207,5.25637298747764,5.71335504885993,5.71498371335505,201421
8,39.474324,-0.375151,23,1401753600,2014,6,3,2,"Tuesday",25,0,2.2,0.5,299,18.1,70,1006,0,1,5.32925633185254,5.32800784404199,5.7295690936107,5.72808320950966,201422
106,39.476713,-0.341369,25,1403802000,2014,6,26,19,"Thursday",90,0,5.9,2.5,36,25.1,66,1002,0,5,10.4609134211264,10.4598879551821,8.67263843648209,8.60586319218241,201423
7,39.474715,-0.37932,20,1404738000,2014,7,7,15,"Monday",14,0,37,12.9,22.5,25.1,59,1013.1,0,5,5.23863448047285,5.23851336425889,5.26825396825397,5.24960505529226,201424
106,39.476713,-0.341369,25,1404216000,2014,7,1,14,"Tuesday",37,0,19.3,11.3,337.5,26.4,65,999.6,0,24,10.4653118040089,10.4667408850543,9.35016286644951,9.35667752442997,201425
106,39.476713,-0.341369,25,1405422000,2014,7,15,13,"Tuesday",36,0,16.1,8,22.5,27.1,63,1017.1,0,24,10.4650997540312,10.4675956284153,10.297176820208,10.3283803863299,201426
106,39.476713,-0.341369,25,1406412000,2014,7,27,0,"Sunday",143,0,14.5,8,67.5,24.9,83,1012.4,0,17,10.5033925686591,10.5031493943472,11.5482912332838,11.5616641901932,201427
106,39.476713,-0.341369,25,1406250000,2014,7,25,3,"Friday",98,0,11.3,4.8,67.5,23.9,85,1008.2,0,17,10.4789743589744,10.4810037776579,11.0460624071322,11.1248142644874,201428
106,39.476713,-0.341369,25,1404108000,2014,6,30,8,"Monday",7,0,1.7,0.4,36,23,58,1007,0,6,10.4616285554936,10.4611095623083,9.08631921824104,9.10097719869707,201429
110,39.48075,-0.336789,30,1404432000,2014,7,4,2,"Friday",97,0,6.4,1.6,202.5,18.3,85,1014.1,0,6,11.1456321456321,11.144371081396,10.4837133550489,10.5130293159609,201430
106,39.476713,-0.341369,25,1404144000,2014,6,30,18,"Monday",17,0,6.4,2,91,25.4,67,1001,0,13,10.4626532887402,10.4635831707997,9.08631921824104,9.11400651465798,201431
7,39.474715,-0.37932,20,1406700000,2014,7,30,8,"Wednesday",55,0,6.4,3.2,135,21.8,58,1011.1,0,0,5.23965036465036,5.23947890419772,5.08915304606241,5.09212481426449,201432
7,39.474715,-0.37932,20,1404828000,2014,7,8,16,"Tuesday",39,0,25.7,14.5,337.5,26.1,52,1016.2,0,11,5.23891218005296,5.23934263497491,5.27480916030534,5.27203647416413,201433
8,39.474324,-0.375151,23,1406430000,2014,7,27,5,"Sunday",148,0,0,0,146.3,23.5,84,1012.3,0,1,5.38442900985301,5.38405641080848,5.6924219910847,5.69836552748886,201434
110,39.48075,-0.336789,30,1402542000,2014,6,12,5,"Thursday",76,0,4,1.3,282,20.9,48,1008,0,3,11.1432001371977,11.1414447365413,8.23452768729642,8.25081433224756,201435
110,39.48075,-0.336789,30,1402041600,2014,6,6,10,"Friday",105,0,2.3,0.5,83,19.9,77,1002,0,7,11.1639005340837,11.1640831323918,7.96731054977712,7.97325408618128,201436
8,39.474324,-0.375151,23,1405782000,2014,7,19,17,"Saturday",136,0,22.5,8,0,29.3,63,1006.1,0,17,5.38878921328766,5.38884661376237,6.06240713224368,6.0148588410104,201437
7,39.474715,-0.37932,20,1402542000,2014,6,12,5,"Thursday",76,0,4,1.3,282,20.9,48,1008,0,1,5.24341165037444,5.24334209623957,5.08306188925081,5.08306188925081,201438
8,39.474324,-0.375151,23,1401627600,2014,6,1,15,"Sunday",158,0,10.6,4.6,141,22,51,1006,0,16,5.3267429760666,5.32803560076287,5.66270430906389,5.69390787518574,201439
110,39.48075,-0.336789,30,1406646000,2014,7,29,17,"Tuesday",40,0,24.1,12.9,22.5,26.4,50,1009.1,0,23,11.2444050877475,11.2461637514755,14.0059435364042,14.0148588410104,201440
110,39.48075,-0.336789,30,1405872000,2014,7,20,18,"Sunday",161,0,20.9,9.7,202.5,33.3,20,1008.6,0,20,11.1663589966337,11.1673994463442,13.1084695393759,13.1575037147103,201441
8,39.474324,-0.375151,23,1406088000,2014,7,23,6,"Wednesday",53,0,6.4,1.6,225,22.2,79,1009.3,0,0,5.38397012663708,5.38278418005735,5.83952451708767,5.81575037147103,201442
8,39.474324,-0.375151,23,1404540000,2014,7,5,8,"Saturday",127,0,4.8,1.6,180,22.2,64,1015.6,0,0,5.37450132978723,5.3737882900349,6.5739837398374,6.58211382113821,201443
110,39.48075,-0.336789,30,1403586000,2014,6,24,7,"Tuesday",30,0,13.6,6.8,311,16.6,79,1003,0,13,11.0985772929202,11.0980436249157,7.75407166123779,7.79641693811075,201444
110,39.48075,-0.336789,30,1402938000,2014,6,16,19,"Monday",18,0,11.7,6,122,22.5,64,1002,0,14,11.1217974208942,11.121251703771,8.07980456026059,8.03745928338762,201445
110,39.48075,-0.336789,30,1405782000,2014,7,19,17,"Saturday",136,0,22.5,8,0,29.3,63,1006.1,0,21,11.1543521992062,11.1553973257963,12.7221396731055,12.7667161961367,201446
8,39.474324,-0.375151,23,1402117200,2014,6,7,7,"Saturday",126,0,0.6,0.3,61,17.3,84,1001,0,0,5.33218608386394,5.33117329969033,5.93303571428571,5.93898809523809,201447
110,39.48075,-0.336789,30,1402758000,2014,6,14,17,"Saturday",136,0,5.4,1.6,147,28.2,49,997,0,7,11.127670483678,11.1265519990887,7.9885993485342,7.99837133550489,201448
8,39.474324,-0.375151,23,1406700000,2014,7,30,8,"Wednesday",55,0,6.4,3.2,135,21.8,58,1011.1,0,0,5.38904976404976,5.38846298182598,5.89747399702823,5.90341753343239,201449
106,39.476713,-0.341369,25,1403424000,2014,6,22,10,"Sunday",153,0,4.1,1.5,87,24.2,70,1003,0,11,10.4608793686584,10.4619892927585,8.36482084690554,8.41205211726384,201450
106,39.476713,-0.341369,25,1405260000,2014,7,13,16,"Sunday",159,0,25.7,12.9,0,26.6,66,1013.1,0,19,10.4387945205479,10.4409202958094,9.53046062407132,9.59583952451709,201451
106,39.476713,-0.341369,25,1404198000,2014,7,1,9,"Tuesday",32,0,3.2,1.6,225,23.6,78,1001.9,0,10,10.463380673907,10.4640311804009,9.30130293159609,9.34690553745928,201452
7,39.474715,-0.37932,20,1404792000,2014,7,8,6,"Tuesday",29,0,4.8,1.6,157.5,20.3,78,1016.7,0,0,5.23882326967656,5.23859184461734,5.27286821705426,5.25154320987654,201453
7,39.474715,-0.37932,20,1405584000,2014,7,17,10,"Thursday",81,0,4.8,1.6,157.5,25.6,67,1017.1,0,1,5.24599192932708,5.24652455977757,5.15750371471025,5.17236255572065,201454
110,39.48075,-0.336789,30,1402488000,2014,6,11,14,"Wednesday",61,0,8.4,4.6,124,27.2,36,1008,0,20,11.1385742075752,11.1405937196133,8.00488599348534,8.02442996742671,201455
8,39.474324,-0.375151,23,1403064000,2014,6,18,6,"Wednesday",53,0,8.7,3,62,19,76,1003,0,1,5.35293117133462,5.35203763532279,6.22312703583062,6.2328990228013,201456
106,39.476713,-0.341369,25,1404540000,2014,7,5,8,"Saturday",127,0,4.8,1.6,180,22.2,64,1015.6,0,0,10.4554016620499,10.4540570479092,9.33333333333333,9.33333333333333,201457
7,39.474715,-0.37932,20,1405044000,2014,7,11,4,"Friday",99,0,9.7,3.2,157.5,19.8,65,1016,0,5,5.23229601935342,5.23201231242786,5.03417533432392,5.03417533432392,201458
110,39.48075,-0.336789,30,1404504000,2014,7,4,22,"Friday",117,0,1.6,0,90,27.5,56,1014.3,0,11,11.1463576893225,11.1455966302721,10.5626016260163,10.6065040650407,201459
110,39.48075,-0.336789,30,1404234000,2014,7,1,19,"Tuesday",42,0,19.3,9.7,67.5,26.8,63,997,0,22,11.1428491900017,11.1434772929653,10.2345276872964,10.2947882736156,201460
7,39.474715,-0.37932,20,1405008000,2014,7,10,18,"Thursday",89,0,17.7,9.7,337.5,25.6,46,1014.6,0,2,5.23225877434261,5.23219490733102,4.9925705794948,4.99108469539376,201461
7,39.474715,-0.37932,20,1405062000,2014,7,11,9,"Friday",104,0,12.9,6.4,157.5,21.3,44,1017.1,0,0,5.23091298851207,5.23134410374766,5.03417533432392,5.04606240713224,201462
7,39.474715,-0.37932,20,1404036000,2014,6,29,12,"Sunday",155,0,7.5,2.9,138,25.9,49,1003,0,1,5.25374134465044,5.25361469323955,5.46091205211726,5.45276872964169,201463
106,39.476713,-0.341369,25,1405584000,2014,7,17,10,"Thursday",81,0,4.8,1.6,157.5,25.6,67,1017.1,0,14,10.479280261723,10.4802398473699,10.9821693907875,11.0252600297177,201464
106,39.476713,-0.341369,25,1405656000,2014,7,18,6,"Friday",101,0,8,3.2,157.5,22.8,81,1014,0,7,10.4778322440087,10.4774843452219,11.0193164933135,11.038632986627,201465
110,39.48075,-0.336789,30,1403334000,2014,6,21,9,"Saturday",128,0,1,0.1,220,25.9,41,1002,0,8,11.0947326822108,11.0943673100801,7.57491856677524,7.58631921824104,201466
106,39.476713,-0.341369,25,1403028000,2014,6,17,20,"Tuesday",43,0,3.2,0.6,237,24,55,1001,0,17,10.4738513896767,10.4743975049617,7.82410423452769,7.78501628664495,201467
106,39.476713,-0.341369,25,1405674000,2014,7,18,11,"Friday",106,0,12.9,4.8,0,26.4,72,1013.2,0,11,10.4772120882113,10.4783342406097,11.0564635958395,11.0549777117385,201468
110,39.48075,-0.336789,30,1404846000,2014,7,8,21,"Tuesday",44,0,20.9,8,22.5,24.1,77,1016.6,0,8,11.130370043567,11.1286249862168,10.9333333333333,10.8974358974359,201469
110,39.48075,-0.336789,30,1405980000,2014,7,22,0,"Tuesday",23,0,12.9,8,67.5,24.6,64,1015,0,17,11.184789679098,11.1851731425784,13.4665676077266,13.4977711738484,201470
106,39.476713,-0.341369,25,1403694000,2014,6,25,13,"Wednesday",60,0,5.3,1.9,133,24.3,51,1000,0,14,10.4635419590233,10.4640852974186,8.82410423452769,8.77361563517915,201471
8,39.474324,-0.375151,23,1403982000,2014,6,28,21,"Saturday",140,0,5.1,2,40,22.5,77,998,0,2,5.37249203599173,5.37210861548776,6.70846905537459,6.69055374592834,201472
8,39.474324,-0.375151,23,1402812000,2014,6,15,8,"Sunday",151,0,4.1,1,318,24.3,35,1001,0,2,5.34927140255009,5.34854606498606,6.14495114006515,6.15798045602606,201473
110,39.48075,-0.336789,30,1403316000,2014,6,21,4,"Saturday",123,0,2.3,0.5,295,20.2,60,1000,0,8,11.0956065055342,11.0946762265003,7.56026058631922,7.5700325732899,201474
8,39.474324,-0.375151,23,1402632000,2014,6,13,6,"Friday",101,0,5,1.6,305,23.9,47,1006,0,0,5.34558739582144,5.34480397192262,6.30944625407166,6.32247557003257,201475
110,39.48075,-0.336789,30,1403118000,2014,6,18,21,"Wednesday",68,0,4.7,1,93,21.1,76,1004,0,7,11.1113691723786,11.1092422697927,7.96254071661238,7.93159609120521,201476
106,39.476713,-0.341369,25,1403964000,2014,6,28,16,"Saturday",135,0,6.1,2.9,116,27.8,50,998,0,18,10.4616545556177,10.463146130204,8.90228013029316,8.95114006514658,201477
110,39.48075,-0.336789,30,1404558000,2014,7,5,13,"Saturday",132,0,16.1,8,337.5,31.8,40,1014.5,0,10,11.1447958788013,11.1443681470816,10.7756097560976,10.8178861788618,201478
7,39.474715,-0.37932,20,1405260000,2014,7,13,16,"Sunday",159,0,25.7,12.9,0,26.6,66,1013.1,0,13,5.23871109162648,5.24083712266477,5.19465081723626,5.2184249628529,201479
106,39.476713,-0.341369,25,1406448000,2014,7,27,10,"Sunday",153,0,4.8,0,157.5,26.9,70,1013.1,0,8,10.5020452099031,10.5016949152542,11.5631500742942,11.5735512630015,201480
8,39.474324,-0.375151,23,1406304000,2014,7,25,18,"Friday",113,0,17.7,8,22.5,28.1,59,1007.2,0,0,5.38278131405761,5.38203095507739,5.60029717682021,5.59583952451709,201481
106,39.476713,-0.341369,25,1402153200,2014,6,7,17,"Saturday",136,0,5.6,1.1,186,24.6,61,1001,0,2,10.4933791917455,10.4930085959885,7.61607142857143,7.62351190476191,201482
7,39.474715,-0.37932,20,1405296000,2014,7,14,2,"Monday",1,0,9.7,3.2,67.5,22.8,85,1013.5,0,18,5.24318107131121,5.24514044790013,5.23774145616642,5.24219910846954,201483
8,39.474324,-0.375151,23,1404522000,2014,7,5,3,"Saturday",122,0,6.4,3.2,180,23.4,71,1015.4,0,2,5.37587984259824,5.37477836879433,6.58211382113821,6.5739837398374,201484
106,39.476713,-0.341369,25,1404162000,2014,6,30,23,"Monday",22,0,10.7,5.4,35,19.4,83,1002,0,8,10.4635274449707,10.463286908078,9.1400651465798,9.17752442996743,201485
110,39.48075,-0.336789,30,1404828000,2014,7,8,16,"Tuesday",39,0,25.7,14.5,337.5,26.1,52,1016.2,0,11,11.1311782877317,11.1303148954944,10.9541984732824,10.9422492401216,201486
106,39.476713,-0.341369,25,1405746000,2014,7,19,7,"Saturday",126,0,8,3.2,202.5,22.7,86,1008.7,0,5,10.4754963285287,10.4748232735182,10.8722139673106,10.8573551263001,201487
110,39.48075,-0.336789,30,1404918000,2014,7,9,17,"Wednesday",64,0,24.1,12.9,0,25.3,55,1015,0,20,11.1249380267724,11.1258398502038,10.7236255572065,10.6924219910847,201488
110,39.48075,-0.336789,30,1404018000,2014,6,29,7,"Sunday",150,0,6.3,2.5,123,20.4,78,1001,0,17,11.1207618834832,11.121342416797,9.18403908794788,9.24755700325733,201489
106,39.476713,-0.341369,25,1404486000,2014,7,4,17,"Friday",112,0,20.9,9.7,202.5,32.2,29,1012.3,0,0,10.4629331854727,10.4615853658537,9.35179153094463,9.33876221498371,201490
7,39.474715,-0.37932,20,1404558000,2014,7,5,13,"Saturday",132,0,16.1,8,337.5,31.8,40,1014.5,0,2,5.24594250263114,5.2462620445232,5.43252032520325,5.43252032520325,201491
8,39.474324,-0.375151,23,1402992000,2014,6,17,10,"Tuesday",33,0,2.2,0.2,278,25.5,46,1003,0,3,5.35123169485753,5.35323157237701,6.2214983713355,6.2671009771987,201492
110,39.48075,-0.336789,30,1405008000,2014,7,10,18,"Thursday",89,0,17.7,9.7,337.5,25.6,46,1014.6,0,24,11.1340631532622,11.1357861738987,10.852897473997,10.8989598811293,201493
106,39.476713,-0.341369,25,1404072000,2014,6,29,22,"Sunday",165,0,5.9,2.8,41,20,81,1006,0,17,10.4622767857143,10.4627057182706,9.0928338762215,9.09934853420195,201494
7,39.474715,-0.37932,20,1406304000,2014,7,25,18,"Friday",113,0,17.7,8,22.5,28.1,59,1007.2,0,0,5.23594778293235,5.23583023243272,4.61664190193165,4.60772659732541,201495
110,39.48075,-0.336789,30,1403874000,2014,6,27,15,"Friday",110,0,8.2,2.3,155,26.9,57,1003,0,27,11.105805295863,11.1075665995075,8.35830618892508,8.37133550488599,201496
8,39.474324,-0.375151,23,1402207200,2014,6,8,8,"Sunday",151,0,1.2,0.1,334,16.6,82,1005,0,8,5.33909955321343,5.33911699020787,5.90625,5.93005952380952,201497
8,39.474324,-0.375151,23,1402740000,2014,6,14,12,"Saturday",131,0,7.9,4.2,139,28.1,42,1000,0,10,5.34904262594028,5.35070928046488,6.4299674267101,6.42508143322476,201498
8,39.474324,-0.375151,23,1405584000,2014,7,17,10,"Thursday",81,0,4.8,1.6,157.5,25.6,67,1017.1,0,7,5.38777402115825,5.38870413781824,6.27191679049034,6.27191679049034,201499
106,39.476713,-0.341369,25,1403046000,2014,6,18,1,"Wednesday",48,0,3.1,1.3,15,21.5,67,1002,0,3,10.4733201020697,10.4719954648526,7.78990228013029,7.79315960912052,201500
8,39.474324,-0.375151,23,1404288000,2014,7,2,10,"Wednesday",57,0,17.7,8,67.5,24.2,73,1001.2,0,7,5.36950717543664,5.37140632819885,6.55537459283388,6.60586319218241,201501
7,39.474715,-0.37932,20,1404054000,2014,6,29,17,"Sunday",160,0,12.7,7.4,125,23.6,66,1003,0,0,5.25260983643164,5.25242772630874,5.45602605863192,5.45928338762215,201502
106,39.476713,-0.341369,25,1406790000,2014,7,31,9,"Thursday",80,0,0,0,146.3,25.5,67,1014.3,0,5,10.5073627844712,10.5070663811563,11.5245170876672,11.5364041604755,201503
8,39.474324,-0.375151,23,1403766000,2014,6,26,9,"Thursday",80,0,1,0.1,282,24.6,50,1002,0,0,5.36813772220041,5.36904361475502,6.7328990228013,6.78175895765472,201504
7,39.474715,-0.37932,20,1403550000,2014,6,23,21,"Monday",20,0,1.8,0.7,49,20.5,80,1003,0,2,5.26123895796995,5.26122173472832,5.73127035830619,5.69543973941368,201505
7,39.474715,-0.37932,20,1401753600,2014,6,3,2,"Tuesday",25,0,2.2,0.5,299,18.1,70,1006,0,1,5.24646627819766,5.24610681739532,4.75482912332838,4.75482912332838,201506
8,39.474324,-0.375151,23,1403370000,2014,6,21,19,"Saturday",138,0,3.4,0.6,141,24.7,63,1001,0,16,5.36540089149693,5.36670803249097,6.63029315960912,6.69869706840391,201507
106,39.476713,-0.341369,25,1403442000,2014,6,22,15,"Sunday",158,0,2.2,0.2,331,25.3,64,1003,0,25,10.4632290786137,10.4647887323944,8.44788273615635,8.49511400651466,201508
8,39.474324,-0.375151,23,1404180000,2014,7,1,4,"Tuesday",27,0,1.6,0,90,21.5,86,1001.7,0,1,5.37073768665032,5.36952041441542,6.55048859934853,6.55048859934853,201509
8,39.474324,-0.375151,23,1402524000,2014,6,12,0,"Thursday",71,0,0.8,0.1,247,23.3,54,1010,0,0,5.3461802378774,5.34505230663694,6.2785016286645,6.2785016286645,201510
7,39.474715,-0.37932,20,1402099200,2014,6,7,2,"Saturday",121,0,5.5,1.9,38,16.5,87,1002,0,15,5.23967179251779,5.2410944759938,4.75,4.73065476190476,201511
106,39.476713,-0.341369,25,1403514000,2014,6,23,11,"Monday",10,0,4.1,0.9,111,23.6,72,1005,0,13,10.4664790318041,10.4685424873382,8.56514657980456,8.57166123778502,201512
7,39.474715,-0.37932,20,1405314000,2014,7,14,7,"Monday",6,0,1.6,0,180,21.4,87,1013.6,0,14,5.24557849203307,5.24775563827458,5.25854383358098,5.2852897473997,201513
106,39.476713,-0.341369,25,1402189200,2014,6,8,3,"Sunday",146,0,4.6,1.6,45,10.6,88,1004,0,5,10.491893440275,10.4907216494845,7.66071428571429,7.66964285714286,201514
7,39.474715,-0.37932,20,1405800000,2014,7,19,22,"Saturday",141,0,4.8,1.6,157.5,26.7,79,1006.7,0,9,5.24301554516795,5.24528609465848,4.68350668647845,4.7369985141159,201515
106,39.476713,-0.341369,25,1405998000,2014,7,22,5,"Tuesday",28,0,8,1.6,135,22.6,53,1013.1,0,8,10.4609590896776,10.4607258938245,10.1976225854383,10.1292719167905,201516
8,39.474324,-0.375151,23,1403442000,2014,6,22,15,"Sunday",158,0,2.2,0.2,331,25.3,64,1003,0,17,5.36899058783746,5.3702952445346,6.80781758957655,6.80456026058632,201517
